pair_trait_uid,ti_uid,gene,pool,indication_mesh_id,indication_mesh_term,analysis_role,locked_mapping_tier,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,pops_available,non_eur_pops_available,mapping_uid,mapping_rationale,locking_reason,indication_mesh_term_pair,ccat,year_launch,supported,initial_set,replication_set,all_set,n_studies_total,n_studies_initial,n_studies_replication,n_ancestries_initial,n_ancestries_replication,n_ancestries_all,has_replication,indication_mesh_term_mapping,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,mapping_tier,clinical_domain,source_verified,candidate_status,reviewer_decision,reviewer_notes
pt_a4511b2be72cdebb,IL5-D001249,IL5,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['European'],['European' 'NR'],['European' 'NR'],11,11,6,1,1,1,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_551fe09b587366a3,IL5-D001249,IL5,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['European'],['European' 'NR'],['European' 'NR'],11,11,6,1,1,1,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_f2c15bf080077754,IL5-D001249,IL5,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['European'],['European' 'NR'],['European' 'NR'],11,11,6,1,1,1,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_1a2766b1a9d3da50,IL6-D000740,IL6,B,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,"CSA,EUR",CSA,map_97b816746f065ca0,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Phase II,,True,['East Asian'],[],['East Asian'],2,2,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_f247d0cf58aeee71,IL6-D000740,IL6,B,D000740,Anemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,"CSA,EUR",CSA,map_e6f7fc7e1a195345,Standard red-cell measures characterize anemia and major subtypes.,Locked as the single primary representation of this indication.,Anemia,Phase II,,True,['East Asian'],[],['East Asian'],2,2,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_c0ee68775c569257,IL6-D000740,IL6,B,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,"CSA,EUR",CSA,map_69f44c24155f039a,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Phase II,,True,['East Asian'],[],['East Asian'],2,2,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_962851cf87a4b044,IL6-D001249,IL6,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],12,12,2,4,1,4,True,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_5478abd0655d6528,IL6-D001249,IL6,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],12,12,2,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_b8ee9ba7d533db93,IL6-D001249,IL6,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],12,12,2,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_d6ac3fe334c40da7,IL6-D001249,IL6,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],12,12,2,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_456b4891824a4843,IL7R-D003922,IL7R,B,D003922,"Diabetes Mellitus, Type 1",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_b5a360540448779a,HbA1c is a standard quantitative measure of chronic glycemia.,Retained only for prespecified sensitivity analysis.,"Diabetes Mellitus, Type 1",Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",4,4,0,4,Direct quantitative readout,glycemia,True,REVIEW,,
pt_017d2af036f44332,INPP5D-D003876,INPP5D,B,D003876,"Dermatitis, Atopic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_5870426bd34a44e7,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Dermatitis, Atopic",Phase III,,True,['East Asian' 'European'],[],['East Asian' 'European'],2,2,0,2,0,2,False,"Dermatitis, Atopic","Dermatitis, Atopic",12,12,2,10,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_7e76a104f976a00a,INS-D003920,INS,B,D003920,Diabetes Mellitus,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_0c8c975606285aeb,HbA1c is a standard quantitative measure of chronic glycemia.,Locked as the single primary representation of this indication.,Diabetes Mellitus,Phase II,,True,['African' 'European' 'South Asian'],[],['African' 'European' 'South Asian'],5,5,0,3,0,3,False,Diabetes Mellitus,Diabetes Mellitus,13,13,2,11,Direct quantitative readout,glycemia,True,REVIEW,,
pt_79b775a002f01182,INS-D003922,INS,B,D003922,"Diabetes Mellitus, Type 1",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_b5a360540448779a,HbA1c is a standard quantitative measure of chronic glycemia.,Retained only for prespecified sensitivity analysis.,"Diabetes Mellitus, Type 1",Phase I,,True,['African' 'East Asian' 'European'],['European'],['African' 'East Asian' 'European'],13,13,2,3,1,3,True,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",4,4,0,4,Direct quantitative readout,glycemia,True,REVIEW,,
pt_b4551849eb3cc6bb,INS-D003924,INS,A,D003924,"Diabetes Mellitus, Type 2",PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_ae8d9a8f89a7795e,HbA1c is a standard quantitative measure of chronic glycemia.,Locked as the single primary representation of this indication.,"Diabetes Mellitus, Type 2",Launched,,True,['East Asian' 'European' 'NR' 'South Asian'],['East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'South Asian'],2,2,2,3,4,4,True,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",18,18,9,9,Direct quantitative readout,glycemia,True,REVIEW,,
pt_382f7aba99eb93a1,INSR-D003924,INSR,A,D003924,"Diabetes Mellitus, Type 2",PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_ae8d9a8f89a7795e,HbA1c is a standard quantitative measure of chronic glycemia.,Locked as the single primary representation of this indication.,"Diabetes Mellitus, Type 2",Launched,2008.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],5,5,0,5,0,5,False,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",18,18,9,9,Direct quantitative readout,glycemia,True,REVIEW,,
pt_55d659898ba11c71,INSR-D009765,INSR,B,D009765,Obesity,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),continuous|21001|both_sexes||irnt,GRCh37,body_mass_index,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_0b18d3fa6d5f91c0,BMI and waist circumference directly measure adiposity.,Locked as the single primary representation of this indication.,Obesity,Phase II,,True,['East Asian' 'European'],['African' 'European' 'Other Asian' 'South Asian'],['African' 'East Asian' 'European' 'Other Asian' 'South Asian'],6,6,1,2,4,5,True,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_23c80888c8c8e586,INSR-D009765,INSR,B,D009765,Obesity,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,continuous|48|both_sexes||irnt,GRCh37,waist_circumference,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_89b2b7c6b871d268,BMI and waist circumference directly measure adiposity.,Retained only for prespecified sensitivity analysis.,Obesity,Phase II,,True,['East Asian' 'European'],['African' 'European' 'Other Asian' 'South Asian'],['African' 'East Asian' 'European' 'Other Asian' 'South Asian'],6,6,1,2,4,5,True,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_4bba456549a54674,ITGB7-D001249,ITGB7,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase II,,True,['European'],[],['European'],2,2,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_3e5b7520330f8bd6,ITGB7-D001249,ITGB7,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],[],['European'],2,2,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_31bf2e0dd8cfb5e2,ITGB7-D001249,ITGB7,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],[],['European'],2,2,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_fe7f8b3019a47069,ITGB7-D001249,ITGB7,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],[],['European'],2,2,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_1add5134736d4e27,JAK1-D013922,JAK1,B,D013922,Thrombocytosis,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6,Platelet count directly represents the indication.,Locked as the single primary representation of this indication.,Thrombocytosis,Phase III,,True,['European'],[],['European'],5,5,0,1,0,1,False,Thrombocytosis,Thrombocytosis,10,10,2,8,Direct quantitative readout,hematology,True,REVIEW,,
pt_4134acbeebf26e90,JAK2-D011087,JAK2,A,D011087,Polycythemia Vera,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,"CSA,EUR",CSA,map_19b3731bad31a1f7,Red-cell concentration measures directly represent erythrocytosis.,Locked as the single primary representation of this indication.,Polycythemia Vera,Launched,,True,['European'],['European' 'NR'],['European' 'NR'],4,4,1,1,1,1,True,Polycythemia Vera,Polycythemia Vera,1,1,1,0,Direct quantitative readout,hematology,True,REVIEW,,
pt_69e84ac2002aa367,JAK2-D011087,JAK2,A,D011087,Polycythemia Vera,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,"CSA,EUR",CSA,map_e230885214cbbb00,Red-cell concentration measures directly represent erythrocytosis.,Retained only for prespecified sensitivity analysis.,Polycythemia Vera,Launched,,True,['European'],['European' 'NR'],['European' 'NR'],4,4,1,1,1,1,True,Polycythemia Vera,Polycythemia Vera,1,1,1,0,Direct quantitative readout,hematology,True,REVIEW,,
pt_2fc5b1bdc3dacf1e,JAK2-D011087,JAK2,A,D011087,Polycythemia Vera,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30010|both_sexes||irnt,Red blood cell (erythrocyte) count,continuous|30010|both_sexes||irnt,GRCh37,red_blood_cell_count,"CSA,EUR,MID","CSA,MID",map_a0aa5ed837a48aeb,Red-cell concentration measures directly represent erythrocytosis.,Retained only for prespecified sensitivity analysis.,Polycythemia Vera,Launched,,True,['European'],['European' 'NR'],['European' 'NR'],4,4,1,1,1,1,True,Polycythemia Vera,Polycythemia Vera,1,1,1,0,Direct quantitative readout,hematology,True,REVIEW,,
pt_b55c8a80904f1728,JAK2-D013921,JAK2,A,D013921,Thrombocytopenia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9,Platelet count directly represents the indication.,Locked as the single primary representation of this indication.,Thrombocytopenia,Launched,,True,['East Asian' 'European'],[],['East Asian' 'European'],16,16,0,2,0,2,False,Thrombocytopenia,Thrombocytopenia,10,10,4,6,Direct quantitative readout,hematology,True,REVIEW,,
pt_134dbf9f95b33af1,JAK2-D013922,JAK2,A,D013922,Thrombocytosis,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6,Platelet count directly represents the indication.,Locked as the single primary representation of this indication.,Thrombocytosis,Launched,,True,['East Asian' 'European'],['European' 'NR'],['East Asian' 'European' 'NR'],20,20,1,2,1,2,True,Thrombocytosis,Thrombocytosis,10,10,2,8,Direct quantitative readout,hematology,True,REVIEW,,
pt_1fa4f196c5948927,KCNJ1-D051437,KCNJ1,B,D051437,Renal Insufficiency,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,"CSA,EUR,MID","CSA,MID",map_41141be048611074,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Retained only for prespecified sensitivity analysis.,Renal Insufficiency,Phase I,,True,['European'],[],['European'],2,2,0,1,0,1,False,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_b7af14a2e3e0e4c7,KCNJ1-D051437,KCNJ1,B,D051437,Renal Insufficiency,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,"CSA,EUR,MID","CSA,MID",map_f1dd1f3e7799acd4,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Retained only for prespecified sensitivity analysis.,Renal Insufficiency,Phase I,,True,['European'],[],['European'],2,2,0,1,0,1,False,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_4f5bc1eabb7106de,KCNJ1-D051437,KCNJ1,B,D051437,Renal Insufficiency,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,"CSA,EUR",CSA,map_60a0dd903780e9d1,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Retained only for prespecified sensitivity analysis.,Renal Insufficiency,Phase I,,True,['European'],[],['European'],2,2,0,1,0,1,False,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_ff34ad69c01b9a4b,KCNJ1-D051437,KCNJ1,B,D051437,Renal Insufficiency,PRIMARY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",continuous|eGFR|both_sexes||irnt,GRCh37,egfr_creatinine,"CSA,EUR,MID","CSA,MID",map_75832887e4c759b7,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Locked as the single primary representation of this indication.,Renal Insufficiency,Phase I,,True,['European'],[],['European'],2,2,0,1,0,1,False,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_aef5fafac4fb61f9,KCNJ1-D051437,KCNJ1,B,D051437,Renal Insufficiency,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,"CSA,EUR",CSA,map_595de43d458884cd,eGFR and renal filtration biomarkers measure kidney function but are not the disease endpoint.,Retained only for prespecified sensitivity analysis.,Renal Insufficiency,Phase I,,True,['European'],[],['European'],2,2,0,1,0,1,False,Renal Insufficiency,Renal Insufficiency,5,5,0,5,Proxy biomarker,renal,True,REVIEW,,
pt_6b836363d6e5d90f,KCNJ11-D003920,KCNJ11,A,D003920,Diabetes Mellitus,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_0c8c975606285aeb,HbA1c is a standard quantitative measure of chronic glycemia.,Locked as the single primary representation of this indication.,Diabetes Mellitus,Launched,2019.0,True,['African' 'East Asian' 'European' 'NR' 'South Asian'],[],['African' 'East Asian' 'European' 'NR' 'South Asian'],8,8,0,4,0,4,False,Diabetes Mellitus,Diabetes Mellitus,13,13,2,11,Direct quantitative readout,glycemia,True,REVIEW,,
