STUDY ACCESSION	PUBMEDID	FIRST AUTHOR	DATE	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	STAGE	NUMBER OF INDIVDUALS	BROAD ANCESTRAL CATEGORY	COUNTRY OF ORIGIN	COUNTRY OF RECRUITMENT	ADDITONAL ANCESTRY DESCRIPTION
GCST90016967	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1531	NR, Other admixed ancestry	NR	Canada, Netherlands	
GCST90016968	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	14306	European	NR	Canada, Netherlands, Sweden, U.S., Belgium, Finland, Denmark, U.K., Germany	
GCST90016968	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	811	East Asian	NR	Republic of Korea	
GCST90016968	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1097	Hispanic or Latin American	NR	U.S.	
GCST90016968	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	114	African American or Afro-Caribbean	NR	U.S.	
GCST90016968	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	481	Greater Middle Eastern (Middle Eastern, North African or Persian)	NR	Israel	
GCST90016968	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1531	NR, Other admixed ancestry	NR	Canada, Netherlands	
GCST90016969	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	14306	European	NR	Canada, Netherlands, Sweden, U.S., Belgium, Finland, Denmark, U.K., Germany	
GCST90016969	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	811	East Asian	NR	Republic of Korea	
GCST90016969	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1097	Hispanic or Latin American	NR	U.S.	
GCST90016969	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	114	African American or Afro-Caribbean	NR	U.S.	
GCST90016969	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	481	Greater Middle Eastern (Middle Eastern, North African or Persian)	NR	Israel	
GCST90016969	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1531	NR, Other admixed ancestry	NR	Canada, Netherlands	
GCST90016970	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	14306	European	NR	Canada, Netherlands, Sweden, U.S., Belgium, Finland, Denmark, U.K., Germany	
GCST90016970	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	811	East Asian	NR	Republic of Korea	
GCST90016970	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1097	Hispanic or Latin American	NR	U.S.	
GCST90016970	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	114	African American or Afro-Caribbean	NR	U.S.	
GCST90016970	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	481	Greater Middle Eastern (Middle Eastern, North African or Persian)	NR	Israel	
GCST90016970	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1531	NR, Other admixed ancestry	NR	Canada, Netherlands	
GCST90016971	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	14306	European	NR	Canada, Netherlands, Sweden, U.S., Belgium, Finland, Denmark, U.K., Germany	
GCST90016971	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	811	East Asian	NR	Republic of Korea	
GCST90016971	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1097	Hispanic or Latin American	NR	U.S.	
GCST90016971	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	114	African American or Afro-Caribbean	NR	U.S.	
GCST90016971	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	481	Greater Middle Eastern (Middle Eastern, North African or Persian)	NR	Israel	
GCST90016971	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1531	NR, Other admixed ancestry	NR	Canada, Netherlands	
GCST90016972	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	14306	European	NR	Canada, Sweden, Netherlands, U.S., Belgium, Finland, Denmark, U.K., Germany	
GCST90016972	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	811	East Asian	NR	Republic of Korea	
GCST90016972	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1097	Hispanic or Latin American	NR	U.S.	
GCST90016972	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	114	African American or Afro-Caribbean	NR	U.S.	
GCST90016972	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	481	Greater Middle Eastern (Middle Eastern, North African or Persian)	NR	Israel	
GCST90016972	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1531	NR, Other admixed ancestry	NR	Canada, Netherlands	
GCST90016973	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	14306	European	NR	Canada, Netherlands, Sweden, U.S., Belgium, Finland, Denmark, U.K., Germany	
GCST90016973	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	811	East Asian	NR	Republic of Korea	
GCST90016973	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1097	Hispanic or Latin American	NR	U.S.	
GCST90016973	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	114	African American or Afro-Caribbean	NR	U.S.	
GCST90016973	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	481	Greater Middle Eastern (Middle Eastern, North African or Persian)	NR	Israel	
GCST90016973	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1531	NR, Other admixed ancestry	NR	Canada, Netherlands	
GCST90016974	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	14306	European	NR	Canada, Netherlands, Sweden, U.S., Belgium, Finland, Denmark, U.K., Germany	
GCST90016974	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	811	East Asian	NR	Republic of Korea	
GCST90016974	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	1097	Hispanic or Latin American	NR	U.S.	
GCST90016974	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	114	African American or Afro-Caribbean	NR	U.S.	
GCST90016974	33462485	Kurilshikov A	2021-01-18	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	initial	481	Greater Middle Eastern (Middle Eastern, North African or Persian)	NR	Israel	
