indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,candidate_rank,candidate_rank_score,lexical_score,exact_normalized_match,token_containment,token_jaccard,sequence_similarity,panukb_phenotype_id,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,category,is_binary,is_quantitative,pops_pass_qc,num_pops_pass_qc,filename,filename_tabix,aws_path,aws_path_tabix,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID
D011618,Psychotic Disorders,3,3,1,2,1,48.44117647058823,45.44117647058823,False,0.5,0.3333333333333333,0.6470588235294118,phecode|327|both_sexes||,phecode,327,both_sexes,,,Sleep disorders,,neurological,True,False,"CSA,EUR",2,phecode-327-both_sexes.tsv.bgz,phecode-327-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-327-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-327-both_sexes.tsv.bgz.tbi,141.0,,174.0,,6623.0,52.0,6495.0,,8702.0,,413908.0,1547.0,h2_z_insignificant,,PASS,,PASS,h2_z_insignificant
D011618,Psychotic Disorders,3,3,1,2,2,46.09409888357257,43.09409888357257,False,0.5,0.25,0.5789473684210527,icd10|G47|both_sexes||,icd10,G47,both_sexes,,,G47 Sleep disorders,truncated: true,Chapter VI Diseases of the nervous system | G40-G47 Episodic and paroxysmal disorders | G47 Sleep disorders,True,False,"CSA,EUR",2,icd10-G47-both_sexes.tsv.bgz,icd10-G47-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-G47-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-G47-both_sexes.tsv.bgz.tbi,140.0,,173.0,,6557.0,52.0,6496.0,,8703.0,,413974.0,1547.0,h2_z_insignificant,,PASS,,PASS,h2_z_insignificant
D011618,Psychotic Disorders,3,3,1,2,3,45.72727272727273,42.72727272727273,False,0.5,0.25,0.6363636363636364,phecode|317|both_sexes||,phecode,317,both_sexes,,,Alcohol-related disorders,,mental disorders,True,False,"AFR,EUR",2,phecode-317-both_sexes.tsv.bgz,phecode-317-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-317-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-317-both_sexes.tsv.bgz.tbi,129.0,,166.0,,16070.0,,6272.0,,8471.0,,392046.0,,PASS,,h2_z_insignificant,,PASS,
D011618,Psychotic Disorders,3,3,1,2,4,41.980668756530825,38.980668756530825,False,0.5,0.2,0.4482758620689655,icd10|M51|both_sexes||,icd10,M51,both_sexes,,,M51 Other intervertebral disk disorders,truncated: true,Chapter XIII Diseases of the musculoskeletal system and connective tissue | M50-M54 Other dorsopathies | M51 Other intervertebral disk disorders,True,False,"CSA,EUR",2,icd10-M51-both_sexes.tsv.bgz,icd10-M51-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-M51-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-M51-both_sexes.tsv.bgz.tbi,171.0,,231.0,,9053.0,,6465.0,,8645.0,,411478.0,,h2_z_insignificant,,PASS,,PASS,
D011618,Psychotic Disorders,3,3,1,2,5,41.57142857142857,38.57142857142857,False,0.5,0.25,0.42857142857142855,phecode|459|both_sexes||,phecode,459,both_sexes,,,Other disorders of circulatory system,,circulatory system,True,False,"CSA,EUR",2,phecode-459-both_sexes.tsv.bgz,phecode-459-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-459-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-459-both_sexes.tsv.bgz.tbi,354.0,,384.0,54.0,21420.0,54.0,6219.0,,8342.0,2626.0,392807.0,1524.0,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011618,Psychotic Disorders,3,3,1,2,6,40.3469387755102,37.3469387755102,False,0.5,0.25,0.3673469387755102,phecode|272|both_sexes||,phecode,272,both_sexes,,,Disorders of lipoid metabolism,,endocrine/metabolic,True,False,"CSA,EUR",2,phecode-272-both_sexes.tsv.bgz,phecode-272-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-272-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-272-both_sexes.tsv.bgz.tbi,744.0,86.0,1800.0,190.0,44134.0,239.0,5892.0,894.0,7076.0,2519.0,376397.0,1360.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011618,Psychotic Disorders,3,3,1,2,7,36.582251082251084,33.582251082251084,False,0.5,0.1111111111111111,0.3116883116883117,icd10|F17|both_sexes||,icd10,F17,both_sexes,,,F17 Mental and behavioural disorders due to use of tobacco,truncated: true,Chapter V Mental and behavioural disorders | F10-F19 Mental and behavioural disorders due to psychoactive substance use | F17 Mental and behavioural disorders due to use of tobacco,True,False,"EAS,EUR",2,icd10-F17-both_sexes.tsv.bgz,icd10-F17-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-F17-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-F17-both_sexes.tsv.bgz.tbi,254.0,,275.0,50.0,14937.0,81.0,6382.0,,8601.0,2659.0,405594.0,1518.0,h2_z_insignificant,,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D011618,Psychotic Disorders,3,3,1,2,8,14.0,11.0,False,0.0,0.0,0.55,phecode|306|both_sexes||,phecode,306,both_sexes,,,Other mental disorder,,mental disorders,True,False,"EAS,EUR",2,phecode-306-both_sexes.tsv.bgz,phecode-306-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-306-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-306-both_sexes.tsv.bgz.tbi,310.0,84.0,464.0,86.0,39711.0,143.0,6116.0,875.0,8189.0,2585.0,369930.0,1419.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
D011628,"Puberty, Delayed",1,1,1,0,1,12.655172413793103,9.655172413793103,False,0.0,0.0,0.4827586206896552,categorical|20004|both_sexes|1477|,categorical,20004,both_sexes,1477,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"EUR,MID",2,categorical-20004-both_sexes-1477.tsv.bgz,categorical-20004-both_sexes-1477.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1477.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1477.tsv.bgz.tbi,557.0,118.0,666.0,254.0,21130.0,102.0,6067.0,862.0,8183.0,2453.0,399343.0,1493.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011628,"Puberty, Delayed",1,1,1,0,2,12.655172413793103,9.655172413793103,False,0.0,0.0,0.4827586206896552,categorical|20004|both_sexes|1478|,categorical,20004,both_sexes,1478,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"AFR,EUR",2,categorical-20004-both_sexes-1478.tsv.bgz,categorical-20004-both_sexes-1478.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1478.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1478.tsv.bgz.tbi,129.0,101.0,233.0,85.0,65576.0,112.0,6495.0,879.0,8616.0,2622.0,354897.0,1483.0,PASS,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,h2_z_insignificant
D011628,"Puberty, Delayed",1,1,1,0,3,12.655172413793103,9.655172413793103,False,0.0,0.0,0.4827586206896552,categorical|20004|both_sexes|1479|,categorical,20004,both_sexes,1479,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"AFR,EUR",2,categorical-20004-both_sexes-1479.tsv.bgz,categorical-20004-both_sexes-1479.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1479.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1479.tsv.bgz.tbi,66.0,,150.0,,17168.0,,6558.0,,8699.0,,403305.0,,PASS,,h2_z_insignificant,,PASS,
D011628,"Puberty, Delayed",1,1,1,0,4,12.655172413793103,9.655172413793103,False,0.0,0.0,0.4827586206896552,categorical|20004|both_sexes|1480|,categorical,20004,both_sexes,1480,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"AFR,EUR",2,categorical-20004-both_sexes-1480.tsv.bgz,categorical-20004-both_sexes-1480.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1480.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1480.tsv.bgz.tbi,124.0,,132.0,69.0,16504.0,,6500.0,,8717.0,2638.0,403969.0,,PASS,,h2_z_insignificant,h2_z_insignificant,PASS,
D011628,"Puberty, Delayed",1,1,1,0,5,12.655172413793103,9.655172413793103,False,0.0,0.0,0.4827586206896552,categorical|20004|both_sexes|1483|,categorical,20004,both_sexes,1483,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",UK Biobank Assessment Centre > Verbal interview > Operations,True,False,"EUR,MID",2,categorical-20004-both_sexes-1483.tsv.bgz,categorical-20004-both_sexes-1483.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20004-both_sexes-1483.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20004-both_sexes-1483.tsv.bgz.tbi,125.0,,182.0,62.0,7412.0,65.0,6499.0,,8667.0,2645.0,413061.0,1530.0,h2_z_insignificant,,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011628,"Puberty, Delayed",1,1,1,0,6,11.879310344827587,8.879310344827587,False,0.0,0.0,0.375,icd10|Z72|both_sexes||,icd10,Z72,both_sexes,,,Z72 Problems related to lifestyle,truncated: true,Chapter XXI Factors influencing health status and contact with health services | Z70-Z76 Persons encountering health services in other circumstances | Z72 Problems related to lifestyle,True,False,"AFR,EUR",2,icd10-Z72-both_sexes.tsv.bgz,icd10-Z72-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-Z72-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-Z72-both_sexes.tsv.bgz.tbi,230.0,,294.0,,21081.0,70.0,6406.0,,8582.0,,399450.0,1529.0,PASS,,h2_z_insignificant,,PASS,h2_z_insignificant
D011628,"Puberty, Delayed",1,1,1,0,7,11.64864864864865,8.64864864864865,False,0.0,0.0,0.43243243243243246,phecode|411|both_sexes||,phecode,411,both_sexes,,,Ischemic Heart Disease,,circulatory system,True,False,"CSA,EUR",2,phecode-411-both_sexes.tsv.bgz,phecode-411-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411-both_sexes.tsv.bgz.tbi,400.0,69.0,1374.0,103.0,37672.0,163.0,6224.0,910.0,7496.0,2605.0,382052.0,1430.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011628,"Puberty, Delayed",1,1,1,0,8,11.028571428571428,11.028571428571428,False,0.0,0.0,0.48,continuous|4194|both_sexes||irnt,continuous,4194,both_sexes,,irnt,Pulse rate,Pulse rate during arterial stiffness measurement,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,False,True,"CSA,EUR,MID",3,continuous-4194-both_sexes-irnt.tsv.bgz,continuous-4194-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-4194-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-4194-both_sexes-irnt.tsv.bgz.tbi,3852.0,443.0,5650.0,1206.0,136938.0,727.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D011655,Pulmonary Embolism,1,1,1,0,1,40.44711538461539,37.44711538461539,False,0.5,0.2,0.36923076923076925,icd10|J44|both_sexes||,icd10,J44,both_sexes,,,J44 Other chronic obstructive pulmonary disease,truncated: true,Chapter X Diseases of the respiratory system | J40-J47 Chronic lower respiratory diseases | J44 Other chronic obstructive pulmonary disease,True,False,"CSA,EUR",2,icd10-J44-both_sexes.tsv.bgz,icd10-J44-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-J44-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-J44-both_sexes.tsv.bgz.tbi,74.0,,152.0,,11536.0,,6562.0,,8724.0,,408995.0,,h2_z_insignificant,,PASS,,PASS,
D011655,Pulmonary Embolism,1,1,1,0,2,27.924086905284835,27.924086905284835,False,0.5,0.006711409395973154,0.2608695652173913,continuous|20153|both_sexes||irnt,continuous,20153,both_sexes,,irnt,"Forced expiratory volume in 1-second (FEV1), predicted","Predicted Forced Expiratory Volume in 1-second (FEV1), was calculated using a subset of ""healthy never smokers"" from UK Biobank. ""Healthy never smokers"", were selected as individuals with ""Ever Smoking Status""=0 and with ""Reproducible measure using the European Respiratory Society/American Thoracic Society (ERS/ATS) Criteria""=YES (1), with the following exclusions:     ~F2316~: Individuals who indicated that they had experienced wheeze: ""Yes"" (1), ""Do not know"" (-1) or ""Prefer not to answer"" (-3).     ~F6152~: Individuals who reported ""emphysema/chronic bronchitis"" (6) or ""asthma"" (8) or ""Prefer not to answer"" (-3).    ~F20002~: Individuals who reported any of the following: asthma (1111), COPD (1112), emphysema/chronic bronchitis (1113), bronchiectasis (1114), interstitial lung disease (1115), asbestosis (1120), pulmonary fibrosis (1121), fibrosing/unspecified alveolitis (1122), respiratory failure (1124), pleurisy (1125), spontaneous/recurrent pneumothorax (1126), other respiratory problems (1117).     Healthy never smokers were grouped into 58 age-sex bands (29 age bands per sex; ages 39, 40 and 41 were grouped into one band and ages 69, 70 and 72 were grouped into one band with ages 42 to 68 each forming a separate band) and the following linear regression model was fitted in each age-sex band:  FEV1 =  Beta0  +  Beta1  * Standing Height   Predicted FEV1 was then calculated for all samples who were never smokers (""Ever Smoking Status""=0) or heavy smokers (""Ever Smoking Status""=1 AND ""Pack years as proportion of life span exposed to smoking"" &gt;= 0.42) and with ""Reproducible measure using the European Respiratory Society/American Thoracic Society (ERS/ATS) Criteria""=YES, using the estimates of  Beta0  and  Beta1 , from the appropriate age-sex band:  Predicted FEV1= (pred. Beta0 ) + (pred. Beta1 )^ * Standing Height   Five individuals were outliers in terms of their FEV1 and were not coded.   This derived data field has come from Professor Martin Tobin at the University of Leicester.",UK Biobank Assessment Centre > Physical measures > Spirometry,False,True,"EUR,MID",2,continuous-20153-both_sexes-irnt.tsv.bgz,continuous-20153-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-20153-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-20153-both_sexes-irnt.tsv.bgz.tbi,,138.0,,,137532.0,130.0,,,,,,,,n_too_low,,,PASS,PASS
D011655,Pulmonary Embolism,1,1,1,0,3,13.476190476190476,10.476190476190476,False,0.0,0.0,0.5238095238095238,phecode|411.4|both_sexes||,phecode,411.4,both_sexes,,,Coronary atherosclerosis,,circulatory system,True,False,"CSA,EUR",2,phecode-411.4-both_sexes.tsv.bgz,phecode-411.4-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411.4-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411.4-both_sexes.tsv.bgz.tbi,191.0,,1028.0,59.0,23888.0,114.0,6224.0,,7496.0,2605.0,382052.0,1430.0,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011655,Pulmonary Embolism,1,1,1,0,4,12.411764705882353,9.411764705882353,False,0.0,0.0,0.47058823529411764,phecode|594|both_sexes||,phecode,594,both_sexes,,,Urinary calculus,,genitourinary,True,False,"CSA,EUR",2,phecode-594-both_sexes.tsv.bgz,phecode-594-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-594-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-594-both_sexes.tsv.bgz.tbi,90.0,,206.0,,7593.0,54.0,6522.0,,8639.0,,411207.0,1538.0,h2_z_insignificant,,PASS,,PASS,h2_z_insignificant
D011655,Pulmonary Embolism,1,1,1,0,5,11.571428571428571,8.571428571428571,False,0.0,0.0,0.42857142857142855,phecode|960|both_sexes||,phecode,960,both_sexes,,,Poisoning by antibiotics,,injuries & poisonings,True,False,"CSA,EUR",2,phecode-960-both_sexes.tsv.bgz,phecode-960-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-960-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-960-both_sexes.tsv.bgz.tbi,334.0,,479.0,108.0,23061.0,83.0,6089.0,,8150.0,2535.0,383239.0,1478.0,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D011655,Pulmonary Embolism,1,1,1,0,6,11.4375,8.4375,False,0.0,0.0,0.34375,icd10|Z86|both_sexes||,icd10,Z86,both_sexes,,,Z86 Personal history of certain other diseases,truncated: true,Chapter XXI Factors influencing health status and contact with health services | Z80-Z99 Persons with potential health hazards related to family and personal history and certain conditions influencing health status | Z86 Personal history of certain other diseases,True,False,"EUR,MID",2,icd10-Z86-both_sexes.tsv.bgz,icd10-Z86-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-Z86-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-Z86-both_sexes.tsv.bgz.tbi,798.0,131.0,1069.0,190.0,64593.0,230.0,5838.0,849.0,7807.0,2519.0,355938.0,1369.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D011655,Pulmonary Embolism,1,1,1,0,7,10.837009803921568,7.8370098039215685,False,0.0,0.0,0.3137254901960784,icd10|Z72|both_sexes||,icd10,Z72,both_sexes,,,Z72 Problems related to lifestyle,truncated: true,Chapter XXI Factors influencing health status and contact with health services | Z70-Z76 Persons encountering health services in other circumstances | Z72 Problems related to lifestyle,True,False,"AFR,EUR",2,icd10-Z72-both_sexes.tsv.bgz,icd10-Z72-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-Z72-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-Z72-both_sexes.tsv.bgz.tbi,230.0,,294.0,,21081.0,70.0,6406.0,,8582.0,,399450.0,1529.0,PASS,,h2_z_insignificant,,PASS,h2_z_insignificant
D011655,Pulmonary Embolism,1,1,1,0,8,10.716346153846153,7.716346153846154,False,0.0,0.0,0.3076923076923077,icd10|M17|both_sexes||,icd10,M17,both_sexes,,,M17 Gonarthrosis [arthrosis of knee],truncated: true,Chapter XIII Diseases of the musculoskeletal system and connective tissue | M15-M19 Arthrosis | M17 Gonarthrosis [arthrosis of knee],True,False,"EUR,MID",2,icd10-M17-both_sexes.tsv.bgz,icd10-M17-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-M17-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-M17-both_sexes.tsv.bgz.tbi,408.0,,595.0,73.0,24753.0,76.0,6228.0,,8281.0,2636.0,395778.0,1523.0,h2_z_insignificant,,h2_z_insignificant,h2_z_insignificant,PASS,PASS
